"source","target","sectionlength"
"FR0000000645","FR0000008272","2.898"
"FR9900001640","FR0000008422","0.429"
"FR0000007475","FR0000006903","0.297"
"FR0000007475","FR0000012857","0.0"
"FR0000000645","FR0000015906","2.15"
"FR9900001463","FR0000006519","0.35"
"FR0000009729","FR9900001463","0.665"
"FR0000006519","FR0000002029","4.601"
"FR0000011453","FR0000014365","0.2"
"FR0000010927","FR0000008580","3.259"
"FR0000008641","FR9900001359","0.002"
"FR0000006444","FR0000011453","0.322"
"FR0000008249","FR0000009435","3.024"
"FR0000014314","FR0000014158","4.76"
"FR0000009435","FR0000006056","2.547"
"FR9900001359","FR0000006444","0.048"
"FR0000006056","FR0000010927","1.003"
"FR0000008537","FR0000014314","0.663"
"FR0000008422","FR0000014158","0.0"
"FR0000008580","FR0000008641","0.173"
"FR0000008580","FR0000014365","0.0"
"FR0000014158","FR0000000611","0.031"
"FR0000014365","FR0000008537","10.661"
"FR0000008035","FR0000009053","0.659"
"FR0000001363","FR0000008035","0.9"
"FR0000009053","FR0000008249","0.173"
"FR0000005338","FR0000008734","1.976"
"FR0000006385","FR0000001347","0.678"
"FR0000009826","FR0000008638","0.168"
"FR0000022887","FR0000008526","0.181"
"FR0000008638","FR0000022887","0.019"
"FR0000010874","FR0000006098","0.094"
"FR0000008526","FR0000006385","0.443"
"FR0000009771","FR0000006016","0.437"
"FR0000005963","FR0000005784","11.517"
"FR0000004838","FR0000006966","0.593"
"FR0000006098","FR9900001607","0.936"
"FR0000010567","FR9900001056","0.086"
"FR9900001961","FR0000010567","0.222"
"FR0000007738","FR0000006073","0.05"
"FR0000006966","FR0000005963","0.05"
"FR0000007134","FR0000005251","0.184"
"FR0000005784","FR0000010567","0.0"
"FR0000005784","FR9900001961","0.168"
"FR0000006016","FR0000010874","0.036"
"FR0000005646","FR0000001699","5.774"
"FR0000006073","FR0000007134","0.064"
"FR0000008114","FR0000007738","0.34"
"FR0000008734","FR0000008114","0.024"
"FR9900001607","FR0000005646","8.087"
"FR0000001347","FR0000001403","0.287"
"FR0000016411","FR0000007619","0.091"
"FR9900002068","FR0000009826","0.121"
"FR0000005791","FR0000005338","0.406"
"FR0000007619","FR0000009350","3.907"
"FR0000008709","FR0000005791","0.132"
"FR0000009350","FR9900001427","5.406"
"FR0000005251","FR0000009826","0.0"
"FR0000005251","FR9900002068","0.306"
"FR0000007959","FR0000008709","0.172"
"FR9900001427","FR0000007959","0.05"
"FR0000007995","FR0000003245","0.334"
"FR0000007995","FR0000013584","0.0"
"FR0000001925","FR0000006310","0.429"
"FR0000006449","FR0000011460","0.0"
"FR0000000252","FR0000011460","0.094"
"FR0000003245","FR0000013584","0.305"
"FR0000003230","FR0000001925","2.695"
"FR0000011460","FR0000005959","0.417"
"FR0000000280","FR0000001364","2.23"
"FR0000005192","FR0000005343","7.0"
"FR0000008428","FR9900002190","0.194"
"FR0000004086","FR0000006970","3.392"
"FR0000016632","FR9900004437","0.0"
"FR0000008127","FR0000005344","0.095"
"FR0000006586","FR0000008127","0.025"
"FR9900002190","FR0000006586","0.166"
"FR0000005457","FR0000002303","0.562"
"FR0000001906","FR0000010083","0.127"
"FR0000010083","FR0000005457","0.107"
"FR0000005101","FR0000001498","0.07"
"FR0000005344","FR0000000252","1.134"
"FR0000005959","FR9900004437","0.105"
"FR0000002303","FR0000010085","0.475"
"FR0000006390","FR0000003230","0.392"
"FR9900004437","FR0000001632","0.09"
"FR0000006970","FR0000012188","0.0"
"FR0000006970","FR0000000578","0.059"
"FR0000005436","FR0000010083","0.0"
"FR0000005436","FR0000010085","0.0"
"FR0000006310","FR0000001752","0.086"
"FR0000001364","FR0000005101","7.217"
"FR0000003556","FR0000006390","6.071"
"FR0000005343","FR0000007995","0.305"
"FR0000012188","FR0000002420","8.77"
"FR0000013584","FR0000003030","8.305"
"FR0000010085","FR0000004086","7.337"
"FR0000001752","FR0000006988","0.693"
"FR0000002420","FR0000004257","7.369"
"FR0000000578","FR0000009164","0.345"
"FR0000007638","FR0000003556","3.397"
"FR0000002785","FR0000012188","0.219"
"FR0000001498","FR0000005192","8.858"
"FR0000003030","FR0000001906","11.079"
"FR0000004257","FR0000007638","3.675"
"FR0000006988","FR0000008428","1.322"
"FR0000009164","FR0000002785","0.405"
"FR0000005618","FR0000001752","1.482"
"FR0000001162","FR0000013762","0.047"
"FR9900004493","FR0000001162","0.583"
"FR0000013762","FR0000001252","0.117"
"FR0000008127","FR0000013762","0.0"
"FR0000000584","FR0000001261","1.288"
"FR0000000880","FR0000000584","0.234"
"FR0000001548","FR0000000113","0.392"
"FR0000000113","FR0000000880","0.269"
"FR0000001260","FR0000000366","0.388"
"FR0000000113","FR0000000584","0.503"
"FR0000000366","FR0000004040","0.027"
"FR0000011211","FR0000001260","0.286"
"FR0000000584","FR0000011211","0.87"
"FR0000006269","FR0000011211","0.0"
"FR0000004040","FR0000000366","0.03"
"FR0000000366","FR0000000660","1.949"
"FR0000015925","FR0000004040","0.043"
"FR0000016420","FR9900003623","1.443"
"FR9900003614","FR0000000266","0.961"
"FR9900001866","FR0000001825","0.15"
"FR0000000923","FR0000000047","1.712"
"FR0000000446","FR9900001866","0.908"
"FR0000001825","FR0000000923","0.444"
"FR9900004444","FR0000008878","0.703"
"FR0000002330","FR0000001819","0.429"
"FR0000001819","FR0000000211","0.017"
"FR0000008878","FR0000001247","0.102"
"FR0000001077","FR0000007267","0.275"
"FR0000001247","FR0000001077","0.04"
"FR0000000211","FR9900004444","0.318"
"FR0000000282","FR0000002330","0.853"
"FR0000007267","FR0000004251","0.285"
"FR0000010960","FR0000000563","0.732"
"FR0000007267","FR0000010960","0.0"
"FR0000001247","FR0000010960","0.023"
"FR0000008878","FR0000001077","0.0"
"FR0000001077","FR9900004365","0.02"
"FR9900004365","FR0000001907","0.532"
"FR9900004444","FR9900004365","0.0"
"FR0000010207","FR9900004498","0.342"
"FR0000008667","FR0000008342","0.166"
"FR0000002356","FR0000002217","2.354"
"FR0000004825","FR0000010207","0.078"
"FR0000015092","FR0000015093","1.42"
"FR0000005526","FR0000010207","0.0"
"FR0000005526","FR0000006885","0.24"
"FR0000006885","FR0000004825","0.766"
"FR0000006320","FR0000011276","0.211"
"FR0000008342","FR0000008269","0.418"
"FR0000008269","FR0000006320","0.286"
"FR0000009472","FR0000015549","0.0"
"FR0000009472","FR0000001120","0.34"
"FR0000012337","FR0000000358","0.066"
"FR0000011276","FR0000012337","0.119"
"FR9900004498","FR0000004724","2.335"
"FR9900004498","FR0000008788","0.0"
"FR0000002300","FR0000007596","0.122"
"FR0000015554","FR0000010321","0.016"
"FR0000010321","FR0000005752","0.136"
"FR0000004831","FR0000008398","0.323"
"FR0000008398","FR0000007332","0.084"
"FR0000007332","FR0000000023","1.371"
"FR0000000023","FR0000002402","0.294"
"FR0000005752","FR0000004831","0.484"
"FR0000002402","FR0000001615","2.69"
"FR0000009438","FR0000002946","6.492"
"FR0000003953","FR0000009438","0.032"
"FR0000001615","FR0000005068","0.235"
"FR0000003581","FR0000012054","0.089"
"FR0000009123","FR0000015092","0.0"
"FR0000009123","FR0000002724","0.153"
"FR0000009123","FR0000015093","0.0"
"FR0000000260","FR9900003502","0.447"
"FR9900003502","FR0000003796","9.705"
"FR0000000358","FR0000002300","0.043"
"FR0000006340","FR0000003810","0.937"
"FR0000006870","FR0000003581","0.241"
"FR0000006870","FR0000012054","0.0"
"FR0000015549","FR0000005408","0.111"
"FR0000007596","FR0000013021","0.942"
"FR0000003369","FR0000009123","3.136"
"FR0000002093","FR0000005526","1.171"
"FR0000013021","FR0000002907","0.686"
"FR0000005408","FR0000006870","0.049"
"FR0000002724","FR0000001687","0.172"
"FR0000002907","FR0000009476","0.672"
"FR0000005205","FR0000002093","0.816"
"FR0000001687","FR0000015092","0.866"
"FR0000009476","FR0000015554","0.0"
"FR0000009476","FR0000007393","0.062"
"FR0000007393","FR0000005607","0.004"
"FR0000005607","FR0000015554","0.661"
"FR0000005607","FR0000010321","0.0"
"FR0000005068","FR0000006340","0.849"
"FR0000002717","FR0000003953","4.623"
"FR0000001120","FR0000015549","0.97"
"FR0000012054","FR0000000260","0.101"
"FR0000003796","FR0000002717","3.588"
"FR0000002029","FR0000008062","0.161"
"FR0000001857","FR0000007812","0.125"
"FR0000002812","FR0000002029","0.091"
"FR0000002946","FR0000006277","6.726"
"FR0000007812","FR0000000282","0.178"
"FR0000007812","FR0000013324","0.0"
"FR0000008062","FR0000022937","0.432"
"FR9900001638","FRZZY0000101","0.063"
"FR0000003223","FR0000004971","2.777"
"FR0000005055","FR0000004867","4.581"
"FR0000006585","FR0000011651","0.0"
"FR0000006585","FR0000007446","0.32"
"FR0000004724","FR0000000795","0.545"
"FR0000011651","FR0000012815","0.136"
"FRZZY0000101","FR0000005521","0.107"
"FR0000022937","FR0000002716","5.43"
"FR0000006455","FR0000005055","5.759"
"FR0000008357","FR0000006455","0.013"
"FR0000004971","FR0000009472","5.462"
"FR0000004909","FR0000006583","0.86"
"FR0000009265","FR0000004370","1.149"
"FR0000002669","FRZZY0000101","1.363"
"FR0000000795","FR0000002356","1.206"
"FR0000002716","FR0000009265","5.935"
"FR0000004867","FR0000009477","4.129"
"FR0000004370","FR0000008357","0.197"
"FR0000007446","FR0000001645","0.755"
"FR0000007446","FR0000012815","0.0"
"FR0000006583","FR9900001638","0.44"
"FR0000006626","FR0000002330","0.051"
"FR0000001645","FR0000001857","0.02"
"FR0000000282","FR0000011651","0.046"
"FR0000015093","FR0000009348","0.868"
"FR0000009477","FR0000006585","0.42"
"FR0000003073","FR0000003897","3.076"
"FR0000002217","FR0000003369","2.149"
"FR0000004020","FR0000000499","0.225"
"FR0000001819","FR0000013324","0.051"
"FR0000007509","FR0000022939","0.128"
"FR0000002547","FR0000003073","3.598"
"FR0000006277","FR0000022937","0.0"
"FR0000006277","FR0000007509","0.074"
"FR0000006277","FR0000022939","0.0"
"FR0000005521","FR0000004020","0.28"
"FR0000002330","FR0000001819","0.429"
"FR0000003810","FR0000005205","1.854"
"FR0000009348","FR0000002547","1.445"
"FR0000009170","FR0000000300","0.082"
"FR0000000499","FR0000007086","0.204"
"FR0000007086","FR0000008667","0.135"
"FR0000007086","FR0000012337","0.0"
"FR0000022939","FR0000002812","0.465"
"FR0000003897","FR0000003223","3.132"
"FR0000012815","FR0000006626","0.62"
"FR0000000300","FR0000000563","0.707"
"FR0000013324","FR0000009170","0.205"
"FR0000007119","FR0000008819","0.681"
"FR0000008085","FR0000005156","1.022"
"FR0000006829","FR0000011994","0.0"
"FR0000006829","FR0000001649","0.575"
"FR0000003381","FR0000005133","6.05"
"FR0000007832","FR0000013360","0.0"
"FR0000007832","FR0000003710","0.535"
"FR0000007832","FR0000008333","0.0"
"FR0000004853","FR0000013616","0.082"
"FR0000000563","FR0000000342","0.427"
"FR0000000318","FR0000006829","0.123"
"FR0000002424","FR0000003381","6.282"
"FR0000001289","FR0000001286","1.183"
"FR0000004805","FR0000003187","4.8"
"FR0000005133","FR0000008299","0.398"
"FR0000014036","FR0000003941","8.929"
"FR0000008735","FR0000004853","0.01"
"FR0000004994","FR0000007119","4.814"
"FR0000001286","FR0000000318","0.223"
"FR0000001812","FR0000001289","0.139"
"FR0000013360","FR0000014036","0.131"
"FR0000004849","FR0000002120","2.87"
"FR0000007245","FR0000004805","0.846"
"FR0000006399","FR0000009056","0.2"
"FR0000006399","FR0000011389","0.0"
"FR0000003710","FR0000013360","0.226"
"FR0000000880","FR0000000518","1.11"
"FR0000008670","FR0000006399","0.042"
"FR0000007899","FR0000007026","0.05"
"FR0000006978","FR0000005926","0.185"
"FR0000007673","FR0000007553","0.429"
"FR0000001803","FR0000007673","0.003"
"FR0000003187","FR0000004681","5.4"
"FR0000008978","FR0000001803","0.241"
"FR0000008978","FR0000014900","0.0"
"FR0000008786","FR0000008978","0.377"
"FR0000011994","FR0000008786","0.018"
"FR0000008371","FR0000001548","0.084"
"FR0000008349","FR0000002416","1.399"
"FR0000005926","FR0000011994","0.037"
"FR0000005926","FR0000010762","0.0"
"FR0000002559","FR0000002926","3.764"
"FR0000008333","FR0000014036","0.0"
"FR0000001548","FR0000014997","0.038"
"FR0000003105","FR0000001078","5.776"
"FR0000014900","FR0000008670","0.615"
"FR0000005808","FR0000014900","0.181"
"FR0000005808","FR0000008018","0.0"
"FR0000001403","FR0000006973","0.389"
"FR0000010762","FR0000005808","0.119"
"FR0000007553","FR0000010762","0.125"
"FR0000008299","FR0000008860","0.099"
"FR0000008018","FR0000009311","0.0"
"FR0000008018","FR0000005610","0.121"
"FR0000008018","FR0000013616","0.0"
"FR0000001078","FR0000003637","0.977"
"FR0000003637","FR0000001812","1.475"
"FR0000001243","FR0000008018","0.06"
"FR0000014997","FR0000011389","0.17"
"FR0000002120","FR0000001403","0.272"
"FR0000008860","FR0000003105","6.062"
"FR0000009486","FR0000015570","0.57"
"FR0000005610","FR0000007899","0.309"
"FR0000002926","FR0000004994","2.889"
"FR0000006973","FR0000007832","0.034"
"FR0000007026","FR0000008735","0.1"
"FR0000009056","FR0000001243","0.088"
"FR0000009056","FR0000014997","0.0"
"FR0000003764","FR0000002424","5.028"
"FR0000000342","FR0000008176","0.554"
"FR0000005156","FR0000009486","0.265"
"FR0000011389","FR0000000880","0.453"
"FR0000002416","FR0000008085","3.8"
"FR0000008176","FR0000002559","4.983"
"FR0000013616","FR0000008371","0.068"
"FR0000005224","FR0000008349","1.328"
"FR0000008819","FR0000005224","0.222"
"FR0000003941","FR0000003764","5.772"
"FR0000015570","FR0000007245","10.355"
"FR0000007557","FR0000006978","0.041"
"FR0000004681","FR0000004849","5.239"
"FR0000001649","FR0000007557","0.411"
"FRZZZ0000003","FRZZZ0000002","0.0"
"FR0000001509","FR0000004299","2.113"
"FR0000014517","FR0000005136","1.505"
"FR0000001741","FR0000012229","0.042"
"FR0000001869","FR0000004683","3.358"
"FR0000001955","FR0000001509","15.287"
"FR0000012229","FR0000001955","0.283"
"FR0000004288","FR0000002966","6.465"
"FR0000001386","FR0000008890","20.5"
"FR0000008051","FR0000014776","0.159"
"FR0000004525","FR0000001947","12.308"
"FR0000004379","FR0000007420","0.034"
"FR0000001491","FR0000003428","0.084"
"FR0000003253","FR0000002326","3.423"
"FR0000014490","FR0000007535","0.228"
"FR0000007420","FR0000002397","3.746"
"FR0000001428","FR9900001339","13.255"
"FR0000007535","FR0000005648","0.933"
"FR9900001482","FR0000001428","0.443"
"FR0000003427","FR0000008740","11.094"
"FR0000007886","FR0000004525","12.318"
"FR0000005527","FR0000001491","0.465"
"FR0000000262","FR0000003768","2.034"
"FR0000003158","FR0000008679","0.163"
"FR0000000172","FR0000008256","0.048"
"FR0000013952","FR0000003253","4.461"
"FR0000014777","FR0000008051","0.005"
"FR0000014776","FR0000000153","2.42"
"FR9900001339","FR0000007886","0.459"
"FR0000001947","FR0000005135","4.189"
"FR0000000696","FR0000001134","0.987"
"FR0000008256","FR0000003158","0.098"
"FR0000003428","FR0000014777","0.211"
"FR0000008679","FR0000014490","1.015"
"FR0000000153","FR0000006556","3.171"
"FR0000014778","FR0000005527","0.102"
"FR0000003768","FR0000000266","0.637"
"FR0000004299","FR0000001386","7.261"
"FR0000008698","FR0000014517","0.951"
"FR0000009637","FR0000001253","2.702"
"FR0000005648","FR0000003249","5.987"
"FR0000002966","FR0000000696","3.305"
"FR0000002326","FR0000000262","3.406"
"FR0000008740","FR0000006868","0.349"
"FR0000006868","FR0000004288","0.025"
"FR0000003249","FR0000000202","7.107"
"FR0000002397","FR0000008698","5.214"
"FR0000007467","FR0000014778","0.091"
"FR0000006556","FR0000006237","0.005"
"FR0000008890","FR0000014777","0.0"
"FR0000008890","FR0000014776","0.0"
"FR0000008890","FR0000014778","0.0"
"FR0000008890","FR0000001093","0.238"
"FR0000000266","FR0000000279","0.523"
"FR0000005483","FR0000009637","2.88"
"FR0000001520","FR0000002501","8.67"
"FR0000011163","FR9900001482","0.989"
"FR0000005136","FR0000005483","0.054"
"FR0000001093","FR0000007467","0.34"
"FR0000008273","FR0000013952","0.951"
"FR0000008542","FR0000003427","0.747"
"FR0000006237","FR0000011163","0.653"
"FR0000005135","FR0000000029","5.771"
"FR0000002501","FR0000007366","0.504"
"FR0000007722","FR0000002510","0.169"
"FR0000007722","FR0000013193","0.0"
"FR0000007029","FR0000013349","0.861"
"FR0000002440","FR0000013471","0.531"
"FR0000000139","FR0000004379","3.874"
"FR0000000446","FR0000002074","1.411"
"FR0000013471","FR0000007000","13.301"
"FR0000008418","FR0000002810","0.832"
"FR0000000588","FRZZZ0000002","0.0"
"FR0000000588","FR0000003336","1.533"
"FR0000004284","FR0000008418","1.241"
"FR0000007909","FR0000002440","0.196"
"FR0000007909","FR0000013471","0.0"
"FR0000001253","FR0000006567","0.396"
"FR0000006567","FR0000002782","0.52"
"FR0000006567","FR0000011625","0.0"
"FR0000002782","FR0000011625","0.167"
"FR0000002510","FR0000009091","0.08"
"FR9900001373","FR0000009675","0.225"
"FR0000000660","FR0000001520","2.747"
"FR0000011625","FR0000001869","1.175"
"FR0000007802","FR0000007722","0.035"
"FR0000008721","FR0000004284","0.121"
"FR0000000518","FR0000000660","0.142"
"FR0000009675","FR0000003794","8.674"
"FR0000003131","FR0000000173","1.565"
"FR0000013193","FR0000004513","7.537"
"FR0000001268","FR0000022886","1.503"
"FR9900002046","FR0000000446","3.642"
"FR0000000380","FR0000000588","1.466"
"FR0000001856","FR0000007793","2.351"
"FR0000009091","FR0000013193","0.59"
"FR0000013349","FR0000001856","1.267"
"FR0000002074","FR0000003131","0.097"
"FR0000007824","FR0000007029","0.36"
"FR0000007824","FR0000013349","0.0"
"FR0000003831","FR0000000172","9.276"
"FR0000003794","FR0000001587","8.888"
"FR0000008892","FR0000003479","3.298"
"FR0000003336","FR0000000465","0.155"
"FR0000002810","FR0000000301","2.615"
"FR0000001134","FR0000006048","0.001"
"FR0000001587","FR0000007909","0.001"
"FR0000000301","FR0000007824","0.075"
"FR0000000465","FR9900002046","0.023"
"FR0000002888","FR9900001373","4.887"
"FR0000004445","FR0000002888","9.193"
"FR0000007000","FR0000012229","0.0"
"FR0000007000","FR0000005146","0.239"
"FR0000002146","FR0000003668","4.394"
"FR0000001514","FR0000001268","0.342"
"FR0000004266","FR0000005485","0.018"
"FR0000001714","FR0000002146","2.706"
"FR0000005485","FR0000004163","5.629"
"FR0000005146","FR0000001741","0.463"
"FR0000001414","FR0000001714","0.375"
"FR0000004261","FR0000010917","0.265"
"FR0000000029","FR0000004595","8.184"
"FR0000000279","FRZZZ0000003","0.0"
"FR0000000279","FR0000000380","0.009"
"FR0000004513","FR0000008273","0.879"
"FR0000002031","FR0000008542","5.678"
"FR0000006719","FR0000004178","0.635"
"FR0000006719","FR0000011844","0.0"
"FR0000007793","FR0000006719","0.248"
"FR0000007793","FR0000013293","0.0"
"FR0000004178","FR0000013293","0.277"
"FR0000005137","FR0000008721","1.268"
"FR0000003479","FR0000005137","4.0"
"FR0000000202","FR0000000892","0.232"
"FR0000007016","FR0000004445","0.28"
"FR0000004683","FR0000004266","3.53"
"FR0000000892","FR0000007802","0.117"
"FR0000004595","FR0000003831","7.761"
"FR0000022886","FR0000006787","0.0"
"FR0000022886","FR0000009198","0.065"
"FR0000000173","FR0000000441","0.051"
"FR0000000441","FR0000001149","0.06"
"FR0000009198","FR0000003307","0.082"
"FR0000003668","FR0000007016","7.46"
"FR0000001149","FR0000001514","0.226"
"FR0000011844","FR0000001414","3.808"
"FR0000007366","FR0000002031","2.099"
"FR0000013293","FR0000011844","0.12"
"FR0000006048","FR0000004261","0.697"
"FR0000006048","FR0000010917","0.0"
"FR0000010917","FR0000000139","0.257"
